"","NP1.JOR.NPP","NP10.JOR.NPP","NP12.JOR.NPP","NP14.JOR.NPP","NP18.JOR.NPP","NP21.JOR.NPP","NP22.JOR.NPP","NP23.JOR.NPP","NP24.JOR.NPP","NP25.JOR.NPP","NP26.JOR.NPP","NP27.JOR.NPP","NP28.JOR.NPP","NP32.JOR.NPP","NP33.JOR.NPP","NP34.JOR.NPP","NP35.JOR.NPP","NP36.JOR.NPP","NP37.JOR.NPP","NP38.JOR.NPP","NP39.JOR.NPP","NP40.JOR.NPP","NP41.JOR.NPP","NP43.JOR.NPP","NP44.JOR.NPP","NP45.JOR.NPP","NP46.JOR.NPP","NP5.JOR.NPP","NP6.JOR.NPP","NP7.JOR.NPP"
"12fdffbdc07e27d1004bdf209398a186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"38c99fdb6d63fd05ff514308e8cdb2a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"4fabcae624d097ac32b9d093a95af830",0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,24,0,0
"47c39b4b5700736aad10af6c5d607e3c",0,0,14,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,24,0,0,0,20,0,0,0,17
"e0b948a315fc7d872abc37328e6ae86b",0,0,0,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,52,0,0,0,33
"eeea7e9724105a2b45b31c85100e404f",0,0,11,0,0,12,0,0,7,0,0,0,0,7,0,0,40,26,29,0,13,0,18,0,0,0,0,0,0,0
"3f2774b76f6dd99eca364929d47c8f4b",0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e745e5089135dff192beb5f475bc7cde",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a3b4415767d826995fd1d6b8f2d3f1ac",0,0,25,0,12,0,37,25,0,0,0,26,0,0,0,0,16,0,32,0,0,23,0,0,37,0,32,0,27,30
"c65c62829f1f2eddcbb35b165a037f92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"eab8e48aa6fd159ea781b37f45177603",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dbb9d8a6167f1272d223c931a954582c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,21,0
"339246f7752b095976b517e60b3d4c20",0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b4d777646a050ee332d0e88fce9878cc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
"f208ac792029d49c55bf16697f92d59b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"a1de4532629e2bd811f92f92248b3a50",0,0,0,0,19,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d72b56177f3ea52f66490b16e66ba41",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8671f4aab3cb1d5bda0de5c0f524ac55",0,0,0,0,0,0,0,0,0,14,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73ccfbcf49d3178490b7abbcc88f7f02",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d8ef71adc0c2295247f2e666f16a5a4f",0,0,0,0,0,0,0,0,33,0,0,0,0,0,11,0,0,0,7,0,0,23,0,23,0,0,8,0,0,0
"a517188396e6245834dd1599840c387d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0
"f4473e5aa991dc74fbbc7e98c0248bd5",0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8
"a832b9511c92547a961d0fddebd031e1",0,0,0,0,0,0,0,0,17,0,0,0,0,0,41,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7967208295218db53a0f877d1e7780d",0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
"e3d64baaf16334217a2cfef6131329ef",33,34,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,40,0,74,0,0,11,0,0,0,0,0,0,0
"7663f13977514542e5e2cb509c2e1c32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,32,0,0,0,0,0,0,0,0,0
"92ed18296b43a8350586a291ec016248",0,0,15,30,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,16,16,0,0,16,0,0,36,16,0
"24d6406bfba27c99e998d85221ad5075",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"789588c1a65c420eae4f617a890ebf2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"35ad62488fb2b829e0b7ad4b86a1def4",0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,23,33,0,0,0,0,13,0,17,39,0,0,0,36,0
"dfecf7fcdc1402779d5e8488c71ceff9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"eb439e916bf38985c7176485ddb3a629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"4f6890a0a9a3467a2bc0350d8f471564",0,0,0,21,12,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0
"d371ca66b67ef0e5c5e55dad9123e2a5",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0
"4e799ce93e6d8e33057a6cc2d7009443",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84069e497d83263fa6d44fc19b17a4d2",38,0,57,72,0,78,0,55,13,0,0,0,51,44,64,34,62,100,73,111,50,40,77,29,65,60,68,73,33,0
"3e06c5e87d309e9bec7b6c6df2b288c9",0,64,0,0,47,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,47
"0317238ae9546b6d019e773b4a58e86a",0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c6b8d73bb7b7afb8d93785bfec221b40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
"47f37d99f0a8a928d5a7fd90a84c08b2",0,0,13,0,12,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0807fba225a7c144246e14c05f4a882a",0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,19,0,15,0,0,22,5,0,0,0,0,0,17,29
"180626da88d00e9d4e36eed0174a514d",0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"da07052462d16247df2adaa63003d488",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"065ef69c7d96e6fbe3e5efd821bd4534",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"e1a5aebab682768c769d55173dc9c1e4",0,0,0,0,0,0,0,0,37,34,26,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
"154ce44b006398de9d369f3c1f9843d9",0,0,15,0,0,21,0,0,0,0,0,0,0,0,0,0,21,0,31,0,0,0,24,0,0,0,0,0,0,0
"09461dcb8a153faf78fe664548f6ec31",0,4,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b31855067a8f0d679bdf46f3ff53c2bd",16,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,9,2,0,6,0,4,29,0,0,0,0,5,0
"d8a4fea0423405bd0de67aa42c3e9606",0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bb934ce9dfca9136f26d08c8ce285e45",0,0,18,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,0
"976e66d687f6af7f0b3ee3a2b672d4ed",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69498f61d2123f834c2c0b9615e5aeed",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,21,0,0,0,0,13,0,0,0,0,0,0,0,0
"183a388c63edb55af33d5d280d3d9a64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160bda08e1a0d2789770d2241a4935e6",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8c90b7dfb2f552d01b4286182b2fbccc",0,0,0,10,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"82cda26adeaaf459ba263eb7d1c9014b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"4125cf854ad44f877863eb4c20361e98",0,0,24,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,36,0,0,0,0,0,0,0,0
"afd5d1ae9b1365a8920397b9b0de6cd5",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10,16,34,14,0,6,0,24,0,0,0,16,0,0,28
"58bd96a1a7a031483fbcd53a4a8c8f9e",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,6
"0d35157de06f9e39d19d8721bd442d8e",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"ece86a11886056f8d79d775e3824350f",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
"6f958fd3bd76ba8ad623020e0bf472ca",23,0,0,0,0,0,0,0,63,36,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0
"b1d53ad16b33da228764ff294f908fc9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"a5dcbb2a92261a0945080347dcf4d221",0,0,19,0,0,18,0,0,8,0,0,0,18,0,0,7,16,12,17,0,33,20,20,0,0,15,0,0,0,20
"8506e6e2e0703e55b07790ff40c7314d",0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"bd1268315343ef77301f04b633c8b21b",0,0,11,0,0,25,20,14,17,0,0,11,0,14,11,7,9,17,15,26,5,7,10,21,16,6,20,0,21,7
"49f64dd2c3681d4357ab67a6ba04e251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"99044d083141702acb3e15640b1e60b0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"584093e105af1f5fc7e3083ddef09964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fce7d29ff9afec00c83a6b4d31c31f27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"e960e488416dcfa724394f8d13fbf010",0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39ce4de5f637d417d22dd9ec0d563d92",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595d973518a2bc2ee742849ccf5373bd",31,72,0,0,0,0,53,20,18,13,21,0,33,15,36,0,0,0,23,0,30,0,19,0,0,21,0,0,44,0
"1fdac16b0c66f81c1a9b49dd8caf4782",0,0,21,26,34,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,13,0,0,39,0,24,44,0,38
"c74af8efa994943653998dcbc235bd9e",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eda173df1f9cc0e932289137ebc9cc0a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"b35205dc522e08c4f9f978a522bdc98d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"c5304c7dd22c05a22a819db2a3b64e96",0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292ae060be4d14426c395eba92894476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1f233f82878c9e9caad0d15fd70a283c",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e5310af5c7f4ee2ac35150e553f604a3",0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0
"9ed48b8ca7abbffd914abc695e1f6693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"c0d8e8929be667dfe0538efd9e3ce0e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"e8ed35068575ea7564389ed2a6346749",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fdf5000728d9d9f4c24d2c4f1391f14d",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f79d5aab55b283cb0296ee0bde296abf",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51b60b073890d9b1c9dd8b55971da6eb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"e0850c730f939e0d5d22887b877e01fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"d7e95d4cdf73b72994f20692c13027ec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"038dad061f0bae636da90815afe7686a",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62bea7dae863dfead397d83e9ab672db",0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28493f3977548e1576299f774ae7a9a5",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"c96bef98c3b19fd2cb1fa56b669a3126",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,18,0,0
"6ea432d9622ffc2ad2d315ea76a349af",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0
"6ba1ea990861fbb582263d4fa057def2",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1adc07b20706265eb645d91b234b1ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"efcc2f5803176606596440039e17b210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"eaa92756e72da5bf88c105c21cbab6e3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,0,0,21,0,0,0,0,0
"d6c5a3186fbdf29f6b4b2e707ec279a9",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab1b25b7e0a4f5a1b315c02b4032070c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"b845851e24fde1437cd00e1a412b4d40",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f39927d2a43a1d9b60106e5134655b8",15,0,0,0,0,15,0,9,0,0,0,0,0,8,11,0,0,25,22,20,0,0,20,0,0,0,12,0,0,0
"7fd3ad2c301778c9ade5e52c2b7ae493",0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"c8139d1193226ccb4e8ee4edf845376e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"f76a36863670f1c633f93ea1daba7c3c",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61488b9eeb21af99c310ed6ec4916fd6",0,0,0,24,27,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,31,0,12
"a3fc37fea4b0e4086a04431230e46bbc",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fb8152ed5e1e01b0549857f039cbc0c7",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"962d92ff0b76fffa3f74d0a15853e1e6",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8275fa04c98cb3837d683e32d7ca2407",45,36,14,0,0,30,0,0,23,23,37,0,42,30,46,7,0,41,18,28,26,0,23,14,0,22,0,0,28,15
"b92f5e125ffab40b021d446013a72ba9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"a19e8194b6fe9fa481778ed34a38ce96",44,44,13,0,0,61,0,52,0,0,42,18,42,56,23,29,0,40,59,25,0,0,17,0,0,26,35,0,0,0
"0bfe460c2bac8d1754cf0bf4ded8bbcf",0,0,0,16,7,0,0,0,17,37,0,0,0,0,0,0,17,0,0,0,21,30,0,10,5,0,0,0,0,16
"257ea1494b793d2c14d8ce69354bf292",0,0,0,0,0,0,0,0,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6bdf03ad71e7cac85384106753c003e8",0,52,36,19,8,44,40,18,0,0,0,20,0,0,39,7,21,50,0,0,41,21,0,0,14,50,47,18,18,36
"e86b73b6b36939a3e092b2f29289a63f",30,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,34,39,0,0,27,0,0,0,0,0,0,0
"ceff1c2978a43424d660f05f3263feed",132,0,58,0,0,135,0,27,0,39,39,69,60,62,72,42,73,130,135,122,62,72,85,27,0,50,82,0,30,48
"0291fef0ae365f8616aa7189c454ac07",40,64,40,0,0,89,0,30,27,74,75,0,42,47,92,0,38,64,90,0,59,57,40,0,0,0,63,0,37,35
"ef333bad7ef7d7acaa3bbe125b4001ee",288,138,231,532,469,346,245,121,109,103,114,301,146,214,257,217,345,368,306,338,222,423,260,149,338,286,310,164,112,199
"ceffce03b6498831861af4982d1c58a3",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
"1be10f3295e3ee103e143704e5399791",0,0,20,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"ffeb3cc5f6f5509ed81a2ea5dd5c457e",160,29,16,0,0,195,0,0,0,23,13,13,54,114,42,9,27,139,162,88,33,10,99,0,0,15,24,0,21,0
"4222c07924c3657db43ffa20da494cbc",67,0,0,0,0,68,0,0,0,0,0,0,35,40,0,0,0,81,71,54,0,0,49,15,0,0,0,0,0,0
"9e418eb5414195f3a3445f0259098766",7,0,0,0,0,11,0,0,0,5,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"bbb913fed107b402b8a0fcafcc34c5da",0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0
"93f1b668e895f4220739e70556cc7550",0,17,27,0,0,57,0,15,0,19,0,0,0,6,28,38,28,58,64,54,65,31,24,20,0,40,46,0,0,0
"4b27cfcd245f7ffee8d0f9551260ff53",136,54,32,46,39,119,34,32,0,15,22,25,82,90,0,45,0,142,96,122,73,34,115,31,34,42,35,20,18,32
"d23cd668f177fe375428f2b820a57dd8",0,0,31,0,0,0,0,0,20,0,0,24,0,0,51,21,40,0,0,0,0,37,0,15,0,0,36,0,17,0
"87f37a8dfe82449719f3ef630b41853d",274,70,170,29,30,282,42,72,28,32,16,156,173,267,110,147,153,393,257,267,183,235,407,77,10,107,260,9,41,47
"1065efbd7959b543f3cd2260ccc8faf1",0,0,25,0,0,0,0,0,0,0,0,32,27,0,0,0,0,0,0,0,0,44,61,0,0,0,0,0,0,0
"c639555609e36cb2630e1eee53cbc5a1",49,0,0,0,0,51,0,0,0,0,0,0,30,37,0,0,0,0,35,0,0,0,77,0,0,0,0,0,0,0
"4cd201d8ceea69681a2d1adc8ca064bd",57,0,25,0,0,25,0,7,0,0,0,0,28,45,0,26,32,41,14,25,14,12,62,14,0,7,30,0,12,0
"7a465feee102df980a3155955c0fd6c1",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"176534dfaa34d633384d21d1ae66ad84",28,0,0,0,0,73,0,0,0,0,0,0,9,17,0,0,0,0,52,0,0,0,13,0,0,0,0,0,0,0
"08dbb8f9b5fd3c7698a35039be0dcbad",61,0,25,0,0,40,0,0,0,0,0,0,33,55,26,0,0,112,55,68,49,0,87,0,0,0,30,0,27,0
"7f3ef03b79778886ade979039c634566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"47cd034e51afa82f6f5423ade7e81206",274,143,89,0,109,203,77,90,66,112,58,37,152,193,145,131,150,354,257,294,238,61,208,166,119,135,156,83,134,70
"f3dff17693fcf5a48ea7c59ae75780ee",0,134,37,0,0,0,0,62,0,0,0,68,0,0,0,78,68,0,39,0,228,82,58,0,0,55,84,0,0,0
"3dfc69e605bcbdd7bb891b7912585268",26,0,0,0,0,19,0,0,0,0,0,0,0,23,0,0,0,0,28,0,0,0,15,0,0,0,0,0,0,0
"cf044b528815df7067da1ca03b49ba98",0,0,18,0,0,0,0,0,0,0,0,0,0,0,33,0,36,0,0,0,27,0,0,0,0,24,0,0,0,0
"01a715d8069715b2998f23c9b10112e7",0,122,50,0,0,0,94,131,0,0,0,0,0,0,0,143,77,0,0,0,82,58,0,0,105,85,72,0,0,68
"a83be7303463408ed103746be9a9bc68",0,25,49,0,0,21,19,0,0,0,0,0,0,0,51,34,76,31,0,52,76,0,21,33,0,58,80,0,17,20
"1efa3f88424fb1a9b15cd64fee9e29ce",0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4784b8ccc042c5ec11fbd47122fa9f73",0,0,49,0,0,44,0,0,0,0,0,0,0,0,53,35,47,38,39,26,75,15,28,0,0,107,64,20,0,27
"0571e970f6a3654027ea104bd8e445ec",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,29,0,0,0,0,15,0,37,0,56,0,0,0,12
"b1bd8bf9ddc8e204d68918ac4c4c0f13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"c030e9f2fc5e3428f2bc54a9f8fdf20d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"b0ceb2978cf78c87d4f30a112d52e785",55,79,84,0,0,159,25,27,0,0,0,0,61,38,125,73,133,144,107,102,163,0,143,50,0,63,140,0,47,83
"f3891ac85c11dc1a984e0d0aa804a08f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"63072d6fd0e04cda349416fdcfcba467",13,59,13,0,0,0,35,63,0,0,0,0,20,22,25,69,0,17,6,0,31,0,14,0,0,34,35,0,10,6
"bc2ec67c3c501b7314682de6c0b3c297",0,15,0,0,0,0,0,66,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833e71cbba00e58aed2845e311fbe68b",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7f015331feee77f6131f6b55ce88448",34,46,72,119,0,50,68,82,0,0,0,49,46,25,98,101,89,135,66,122,89,61,28,0,0,93,121,0,0,66
"eefb7485efc9f87156c7c8b7fb9ec606",52,86,44,0,0,147,60,109,0,0,0,0,33,29,0,109,0,0,129,0,84,0,28,0,0,84,56,0,0,0
"17c4908c186f19eb9703228f9089e5bf",52,59,0,0,0,82,0,45,0,0,59,0,81,78,68,55,0,147,110,109,68,0,60,0,0,0,0,0,0,0
"9e0c16679df3d10f4f4db9911928dfeb",34,23,0,0,0,63,0,0,0,0,0,0,0,25,0,0,0,0,89,0,0,0,25,0,0,0,0,0,0,0
"bebc222774584f24e3455007d08dc0c9",0,0,0,31,29,15,0,0,0,0,0,0,0,15,15,0,0,32,18,20,17,28,0,0,0,14,0,0,0,9
"cae85249f963f048e1bb65be5fcc23c6",28,0,35,31,44,0,0,4,9,3,0,57,15,20,0,17,18,0,0,0,0,110,45,22,0,0,47,0,0,0
"573d52bc15c3c85c3d8134f21fc24343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2fc3ad28d05b876c3a151b97b024328b",21,90,37,0,0,72,45,29,0,0,0,0,15,18,60,41,34,41,61,31,64,0,20,19,0,62,71,0,31,34
"2b7771c1e37278cdb760a67a0f0239ed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80fd37d84773d6efdc32ab61f265163b",0,0,26,57,46,83,37,0,0,0,0,0,40,0,51,0,0,0,102,0,65,31,63,0,70,59,0,0,0,33
"2c7202ccaffc069df9db8ced3e170be4",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"d517d5d7c26fcdbdafd33c811f60eb9c",55,28,0,0,0,0,0,18,0,0,0,0,0,32,0,14,0,0,0,0,19,0,0,0,0,0,10,0,0,0
