"","NP5.JOR.NPP","NP6.JOR.NPP","NP7.JOR.NPP","NP10.JOR.NPP","NP12.JOR.NPP","NP14.JOR.NPP","NP18.JOR.NPP","NP21.JOR.NPP","NP22.JOR.NPP","NP23.JOR.NPP","NP24.JOR.NPP","NP25.JOR.NPP","NP26.JOR.NPP","NP27.JOR.NPP","NP28.JOR.NPP","NP32.JOR.NPP","NP33.JOR.NPP","NP34.JOR.NPP","NP35.JOR.NPP","NP36.JOR.NPP","NP37.JOR.NPP","NP38.JOR.NPP","NP39.JOR.NPP","NP40.JOR.NPP","NP41.JOR.NPP","NP43.JOR.NPP","NP44.JOR.NPP","NP45.JOR.NPP","NP46.JOR.NPP"
"ASV443",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,21,0,0,354,0
"ASV3494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0
"ASV1314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,65,0,0,0,0,0,0,15,0,0,0,0
"ASV398",0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,18,0,0,4,0,0,0,45,0,0,0,0
"ASV551",9,0,0,0,0,0,0,0,0,25,0,0,0,0,227,35,0,23,0,0,0,0,2,0,272,0,0,7,0
"ASV3333",0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV16387",0,0,0,0,0,0,0,0,0,62,0,0,0,7,0,2,0,12,0,0,0,0,0,1,0,0,0,0,0
"ASV3175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35
"ASV1446",3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,35
"ASV2937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,6,0,0,0,9
"ASV260",0,0,0,0,0,0,0,115,0,0,0,0,0,0,49,0,0,0,0,0,3040,32,0,0,0,0,0,0,0
"ASV12952",0,0,0,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,0,422,3,0,0,0,0,0,0,0
"ASV10151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0
"ASV4613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV6229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV4178",0,0,5,0,0,0,0,0,0,2,0,0,0,3,4,0,0,22,0,0,0,0,0,0,2,0,0,0,0
"ASV2746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV501",0,4,3,0,0,0,6,0,128,0,0,0,0,19,0,0,0,0,6,2,1,0,0,0,0,0,0,108,2
"ASV6784",0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV3750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3296",0,0,0,0,0,0,0,21,0,0,0,0,0,0,15,5,0,0,0,0,7,0,0,0,6,0,0,0,0
"ASV1337",0,0,16,0,0,41,11,0,10,0,0,0,0,10,2,1,3,0,5,4,0,31,0,0,21,0,0,1,16
"ASV500",0,0,14,0,4,36,26,0,100,0,0,0,0,18,0,0,0,0,22,0,0,0,7,5,0,0,0,9,0
"ASV104",0,0,15,0,0,91,0,0,74,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,53,0
"ASV13273",2,0,3,0,1,4,0,0,13,0,1,2,1,5,6,0,3,5,2,1,0,1,0,0,0,0,0,15,1
"ASV126",0,62,183,0,23,386,290,20,413,0,0,0,0,143,95,17,54,0,141,564,76,275,13,38,64,0,0,288,63
"ASV14594",0,8,12,1,1,34,18,3,35,1,1,0,0,14,9,3,4,0,15,37,4,10,1,4,9,0,2,21,5
"ASV6079",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2230",5,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV583",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV4749",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV8260",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV115",28,0,13,8,7,0,1,0,7,0,0,0,5,259,0,0,5,0,5,0,0,0,3,0,0,0,4,4,14
"ASV1705",29,0,12,6,4,0,1,3,9,1,0,0,7,186,0,0,0,0,15,0,0,0,4,3,0,0,0,7,17
"ASV2800",0,0,9,0,1,3,1,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,3,1,6,1
"ASV2337",0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,5,0,1,1,9,0,0,3,0,2,3,30,10
"ASV2275",0,2,0,0,0,0,0,0,0,0,0,0,0,0,114,0,8,0,0,0,0,0,0,0,10,0,0,0,0
"ASV6629",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"ASV5928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,13,0,5,0,0,0,0,0,0
"ASV14814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV13454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV2770",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0
"ASV4234",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,21,0,0,1,0,0,0,0
"ASV8332",0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,4,1,0,0,0,11,0,0,3,0,0,0,0
"ASV355",0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0
"ASV13296",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ASV8384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV5619",0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV4473",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV2277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV536",0,88,0,0,0,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3069",0,23,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV4689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV12720",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,384,0,0,0,0,0,0,0
"ASV5297",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV4868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3104",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,1,1,0,0,0,0
"ASV1368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,51,0,0,0,12,0,79,0,0,0,0,0,0,0
"ASV13152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,28,0,0,0,0,0,0,0
"ASV559",0,2,0,0,0,0,0,0,0,0,0,0,0,0,58,298,0,0,0,109,0,491,0,0,4,0,0,0,0
"ASV3201",155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1264",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV15271",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV56",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV263",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV5321",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3613",0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7583",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV6572",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV574",0,0,0,0,0,0,0,0,0,0,0,113,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1118",0,0,0,0,0,0,3,0,0,0,0,114,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1874",5,0,0,0,0,0,0,0,0,0,0,31,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV5575",222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1146",0,0,0,0,0,0,0,0,0,0,0,268,385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2662",0,0,0,0,0,0,0,0,0,0,0,77,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV326",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ASV1565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV2186",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ASV2298",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,2,0,0
"ASV7707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"ASV795",5,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,4,8,0,3,14,2,10,0,0
"ASV11893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ASV288",5,0,7,5,0,0,0,16,88,24,0,0,0,0,10,0,0,0,4,0,0,0,9,0,47,0,6,570,5
"ASV7145",2,0,5,4,0,0,0,10,39,10,2,0,0,0,12,0,0,0,2,0,0,2,10,0,26,0,1,269,2
"ASV3585",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
"ASV8965",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV4229",0,2,0,0,0,0,0,0,0,0,42,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV10072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV6961",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV251",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV315",0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"ASV16059",0,158,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV3931",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5,1
"ASV14858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV4439",0,0,0,0,0,0,0,0,0,0,0,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV14592",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV15063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV11872",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV11701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV11318",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ASV15069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1605",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV11515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV5198",0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,12,0
"ASV15300",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV9986",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV9723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ASV13397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV10674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV8870",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7825",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV164",6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ASV141",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV16035",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV961",0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,36,0,155,0,4,0,26,0,0,132,0,0,2,0
"ASV10922",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1617",0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,2,0,13,0,1,43,0,0,0,7,0,0,0,0
"ASV3492",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,0,0,0
"ASV4460",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV5546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ASV1860",0,0,0,0,0,1,1,28,0,0,4,0,6,0,0,1,0,0,0,6,9,8,0,0,0,1,0,0,7
"ASV11278",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1277",0,0,0,0,6,0,0,8,0,0,0,0,0,0,4,3,0,0,0,21,0,0,0,0,8,0,2,0,0
"ASV9545",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV3380",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV2879",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1661",2,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0
"ASV139",97,0,0,5,0,0,0,11,12,18,0,16,11,0,0,0,26,3,0,33,54,19,0,0,4,0,85,103,7
"ASV1223",20,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"ASV8660",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV7088",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"ASV1791",0,6,0,0,0,12,3,9,0,0,0,0,0,0,0,0,48,0,0,0,0,9,0,0,11,0,0,0,0
"ASV5483",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"ASV4356",0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"ASV9188",0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"ASV2589",0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1
"ASV1960",0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"ASV11404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV4550",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV13023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7663",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ASV6703",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2027",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"ASV361",5,0,18,0,0,43,293,89,0,0,63,0,0,6,0,0,21,2,9,68,0,21,0,0,0,51,7,0,0
"ASV15876",5,0,5,0,0,28,64,18,0,0,6,0,0,1,1,0,10,3,3,16,1,1,0,1,3,9,17,0,0
"ASV512",3,0,0,0,0,154,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,39,103,0,0
"ASV2300",0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0
"ASV13075",0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"ASV97",30,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
"ASV5814",8,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0
"ASV13560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV681",61,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1107",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV5364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3685",0,0,0,0,1,0,5,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
"ASV12512",0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"ASV6167",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV5636",0,0,0,0,0,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1949",0,0,3,2,0,10,46,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,28,21,1,1,1,0,5
"ASV204",102,87,127,43,142,209,890,0,4,0,0,0,0,314,28,12,22,29,6,111,14,22,221,327,41,17,330,124,118
"ASV422",0,0,0,0,31,39,0,0,0,0,0,0,0,19,0,0,0,0,4,19,0,8,0,4,3,0,0,2,0
"ASV1145",0,0,0,0,4,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"ASV9214",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV826",0,9,0,0,0,0,47,2,0,1,0,0,0,235,9,0,0,5,0,10,3,19,2,38,11,11,0,1,0
"ASV7788",0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ASV6296",0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV12441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV4419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV9615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0
"ASV3246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,20,0,0,0,0,0,0,0
"ASV14470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1191",1,0,0,0,0,0,0,46,0,0,0,0,0,0,49,0,0,0,0,28,70,5,0,0,2,0,0,0,0
"ASV1363",0,4,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,20,69,16,14,0,0,44,0,0,0,1
"ASV7550",0,0,0,3,0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV14582",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV16388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV10348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV14939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV5143",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV8078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ASV4828",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"ASV3260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,4,6,0,3,26,0,0,0,0
"ASV1447",0,0,0,0,0,3,1,1,0,5,0,0,0,3,13,4,0,7,0,13,0,31,0,2,42,0,0,0,0
"ASV9244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV5064",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,6,0,0,0,0,2
"ASV14867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV1333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,12,0,0,55,0,0,0,0
"ASV14466",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,0,0,0,0,0,0,0,0,124,0,0,0,0
"ASV15067",0,0,0,0,0,0,0,0,0,0,0,0,1,0,131,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"ASV899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV8610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0
"ASV904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,126,4,0,0,0,0,0,0,0,0
"ASV7237",0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV16501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV914",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV295",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"ASV8848",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV5445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"ASV6676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"ASV6774",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV58",62,13,0,0,50,11,31,39,16,0,333,30,0,0,15,0,53,0,38,9,25,34,0,21,29,251,481,90,393
"ASV11898",7,2,0,0,2,2,0,3,2,0,25,5,2,2,1,0,7,0,3,0,2,5,0,4,2,14,27,5,38
"ASV10827",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
